Area Code,Area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
45001,"Abbeville County, South Carolina",-0.3672577060358142,-0.5116925063457997,-0.6821681037721806,-0.7917533321250522,-0.7383774779978434,-0.6416824897129315,-0.7448914305846854,-0.8918182239553589,-0.9162574281405533,-1.1332986561921448,-1.1116478389778368,-1.1078659887657183,-1.058671963946171,-1.1562248313005583,-1.1532756319306947,-1.1438621487027483,-1.1015924839250693,-1.1233215975017121,-1.12168600577447,-1.0927882232223183
22001,"Acadia Parish, Louisiana",-1.1706996653678825,-1.1833967899891011,-1.206583103163693,-1.245080667273091,-1.273188422290021,-1.1482304334811357,-1.1014027439692229,-1.0100571967525669,-0.8880131846730858,-0.9388305990562524,-0.9479557036278403,-0.9632620753575508,-0.9931391523804669,-1.0650484552141948,-1.1164887775894865,-1.1877163599137732,-1.2838530729801665,-1.2410755677187446,-1.223534187485698,-1.2420940667099218
51001,"Accomack County, Virginia",0.17704408646674308,0.27125499588669766,0.39025830894429525,0.409326377992989,0.38802848537026813,0.3779276585313268,0.3907726835792182,0.5014657254046431,0.5365108894239412,0.8209645853828607,0.7858446167684056,0.6323772968692498,0.5528899011084528,0.575811480299697,0.532486681794905,0.5772003882004162,0.6183093623837034,0.6844443274941954,0.7100682379669309,0.6645200847061267
16001,"Ada County, Idaho",1.0521524983563955,1.06387636224576,1.029952740002661,1.0142473782925867,1.0361461426747456,1.0234307550238988,1.0369552122564811,0.9907572400141551,0.9334087292015956,0.8458317965877583,0.8157064806638715,0.7736323625345184,0.7544776640089489,0.7685901245789835,0.7276621826177309,0.7245558844592548,0.7449111411457997,0.7360198741999165,0.7615761559811824,0.7584887022523267
19001,"Adair County, Iowa",0.7940107023735781,0.7117415080330243,0.9446984885538968,0.8379254568627853,0.7261369591361467,0.8706649979668073,0.8495505258935933,0.7434680798263825,0.8278501595857147,0.6220539248124342,0.6570209188734971,0.8287244670018996,0.8730685174958451,0.8787082556706994,0.8011322852084125,0.9456810051855449,1.0539516775067441,0.9631827342386707,0.9585860498720324,0.9975356852242087
21001,"Adair County, Kentucky",-0.840620776733108,-0.6774221794561004,-0.7417122998085462,-0.8272196257699723,-0.9041972794389304,-0.8439402110491105,-0.8383075626414649,-0.8464141105623764,-0.8304426173811686,-0.741841061703365,-0.6562235116850406,-0.686803626568145,-0.5783231903857654,-0.7230471178924273,-0.7916110285592607,-0.7873588705186126,-0.9379585199199233,-0.9532314205332292,-0.8983279231255711,-0.9523935520250385
29001,"Adair County, Missouri",0.9739834679105865,0.8622506320054716,0.8356089036400777,0.875328146093233,0.8033090777949864,0.954819118513001,1.0040714610780652,0.9082790306646013,0.7719504358835473,0.8722093358357972,0.7838017979862406,0.6718125944611345,0.6275496657509417,0.6432927768549745,0.5861569494282775,0.5653856170857529,0.5973259657832215,0.6462673212979417,0.7031376069567017,0.600436304086952
40001,"Adair County, Oklahoma",-1.1085030762013914,-1.1622969848658131,-1.2446322453032428,-1.2251387753710352,-1.1999573985199856,-1.0731056328203998,-0.9225456227288135,-0.8255053354191496,-0.8981303342953315,-0.8692009069837148,-0.9641351105472226,-0.9124817685101841,-1.1341305108966524,-1.256368718569514,-1.3233889727593968,-1.3972146808167054,-1.4896137241657892,-1.4035075756266493,-1.3906630671906997,-1.4103275599858567
8001,"Adams County, Colorado",-0.16870345396852157,-0.1636193833051615,-0.2548839406600061,-0.3681046369193345,-0.4077301797377468,-0.37400508922014924,-0.36782936239156283,-0.3996733463745174,-0.37523662131992913,-0.35602355756749626,-0.41143408668665193,-0.33756131859399185,-0.3270621161889364,-0.1673280971013409,-0.096264972494785,-0.06576055832736034,-0.04325908778255368,0.00015454010306539302,0.04942015692808039,0.17151987094081747
16003,"Adams County, Idaho",0.13866297842632339,0.1763854809203509,-0.12979254886382102,-0.16757968127549805,-0.29032294272090176,-0.1945591646968463,0.5161533683496923,0.3424132013944432,-0.019895165071624425,-0.1279001178065345,-0.06661415817034859,-0.4687796503843301,-0.3970961988790892,-0.3033860133645568,-0.25446898126629547,-0.09833855646054787,0.016287759771209144,-0.23919780246380526,-0.4328189507392277,-0.6078988975350718
17001,"Adams County, Illinois",0.8882862400096918,0.9153073828272738,0.9863150392816653,0.9858785298395218,1.0329170349016024,1.0598950575008166,1.1198914608279322,1.0894492963280515,1.157738083594622,1.2154432825840698,1.19479032538867,1.1916617242691514,1.1780514042781034,1.1387486643300582,1.1113477837185448,1.0833233805527307,1.0739515080514246,1.1289533800263005,1.1684007269526233,1.1105289275410042
18001,"Adams County, Indiana",1.0386089038346635,0.6852873026558767,0.7782911121451231,0.8303380789914601,0.9601685464871039,0.8676764461005114,0.7511838054927419,0.6874563749758215,0.40406680788681587,0.1544011050063138,0.33611523107905944,0.36582836308285427,0.37238053331746573,0.37525741323873796,0.4561478988233893,0.4898853272729239,0.45190291644654285,0.5263235889552697,0.509681666563324,0.4445170317738287
28001,"Adams County, Mississippi",0.42398952583240374,0.36180832290123566,0.40527578761575017,0.19035323869294152,0.25064636117220757,0.23700494756199622,0.29093524172929325,0.3425371207905828,0.41893689083280056,0.37589057666972836,0.25838663691905084,0.24624091344039137,0.16883465232989134,0.15335555263878803,0.16272857053341508,0.13959433664554605,0.06225063606629342,0.0691728494073049,0.14225894653587695,0.131786177142557
