Area Code,Area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1001,"Autauga County, Alabama",-0.9557541442288132,-0.9228477599247852,-1.0637001124297627,-1.0879779232037596,-1.1679919192752344,-1.290512511667704,-1.3987115465831423,-1.4100923317804697,-1.4510636979147982,-1.4285573001141485,-1.505755033077911,-1.5260885696020057,-1.5835891700659035,-1.5819896659154544,-1.5806026982126562,-1.586828657211715,-1.5536158226157446,-1.5518236837629944,-1.524567001911321,-1.4672920155127778
1005,"Barbour County, Alabama",0.4683383402353738,0.3407372602824021,0.2147506112440765,0.2996783171618608,0.2637521823358792,0.3228022232869558,0.3155579309096085,0.261351683709028,0.1544009534291641,0.0631938195695552,0.0911943647433309,0.0054826255347825,-0.1484199454179665,-0.155173475582575,-0.2210254213106072,-0.164862654612863,-0.2060905256298679,-0.1595942383735674,-0.0262867367256456,-0.1004720046449876
1007,"Bibb County, Alabama",-1.561458482155082,-1.7744443663444398,-1.641081831902471,-1.572617540542789,-1.4774333600166845,-1.5105899287549462,-1.467289888308161,-1.357615195143773,-1.3841483211225671,-1.4375281916045608,-1.3034532137470407,-1.3002358996869603,-1.2158451663085676,-1.1231124951861946,-1.0949957387372191,-1.2538157991001069,-1.167557642388239,-1.2204960012802302,-1.1954897007878778,-0.8950081857144991
1017,"Chambers County, Alabama",-0.0037514633999944,0.0303340650658873,0.0679724073657594,0.0489690337193961,-0.1672643611458064,-0.2568880233864519,-0.4305942706214571,-0.575867187507886,-1.0595043160226207,-1.2017914781872436,-1.1062271415761813,-0.9828831130832996,-0.9760482666920453,-0.9469497345637542,-0.9278593544678044,-0.9530098507198276,-0.903428241437012,-0.8250919514227625,-0.8059565673924236,-0.7533129273354955
1021,"Chilton County, Alabama",-1.7054414793708228,-1.8156208920937007,-1.7527560360235843,-1.72350887348003,-1.6357974101690065,-1.6029905852698152,-1.4956724202577594,-1.49102784417167,-1.5818658482286905,-1.6441713140920176,-1.642340011084525,-1.5757530835779232,-1.485488182274151,-1.3495593987500027,-1.3467261832228772,-1.33556906349509,-1.3515640826210076,-1.317701698668554,-1.269422186466764,-1.2698457018328222
1023,"Choctaw County, Alabama",1.1736466454250984,0.9421694974069812,1.0171742988973098,0.8706082725850806,0.8284524197469623,0.9017448205314692,0.906357558849179,0.732199507767399,0.5289404557542787,0.5560629015162849,0.6014271811665911,0.5066035457911335,0.5691699931680445,0.5695787658172764,0.4228778831409024,0.3094861129469085,0.2986238807311479,0.3481077470163649,0.6355495811227982,0.6112821951521419
1027,"Clay County, Alabama",0.2739997847479276,0.1803224532882184,0.1707919812170912,0.0783080446051245,0.1655311479394038,0.2211409527958172,0.3801690232789727,0.1407412067108057,-0.2046677765278533,-0.3747585146394906,-0.4028883665648966,-0.5156116560294767,-0.536033701217092,-0.5107681220645284,-0.4604886297818489,-0.3559788883830388,-0.2650607027708099,-0.1761262799036765,-0.0895336185528075,-0.0550077724120032
1029,"Cleburne County, Alabama",-0.8138923497398138,-0.8671124314230537,-0.9141346395032082,-0.9910115125574952,-1.004278617389298,-1.0187194413836804,-1.1699796392140531,-1.331162406888564,-1.237390645860547,-1.3834173338918556,-1.309469423833019,-1.372956960103186,-1.465135811549355,-1.3782716623431512,-1.2260598965933762,-1.2871323976103357,-1.3190515344885592,-1.472252581479012,-1.5051120065724986,-1.7092112485202575
1035,"Conecuh County, Alabama",0.2140100796273414,0.096251394231405,0.0573969711404884,0.0737189688662076,0.072710810269345,0.3319643681280596,0.2013291463165363,-0.0098100502229911,-0.0567952432862752,-0.2955295443902291,-0.3892699489268554,-0.4601121004758302,-0.4724874056971203,-0.3437117764318729,-0.2624602900249665,-0.2729234582532153,-0.2724405380539114,-0.2679622046848143,-0.2624342290479195,-0.230786321976399
1037,"Coosa County, Alabama",-1.1287683157489417,-1.38875190079178,-1.5615705711562269,-1.5704158512666893,-1.769954410788323,-1.633017457599808,-1.4816052649367908,-1.6237189860820118,-1.763619358739806,-1.8786846731674087,-2.08899606903278,-2.103986117545692,-2.0952905179025323,-2.1707448296585627,-2.1089770611086283,-2.147129161961087,-2.068593837106783,-2.0156507063528863,-1.969658463740956,-2.037638233849195
1041,"Crenshaw County, Alabama",-0.8379673319926824,-0.9014083260270316,-0.9177320257839844,-1.1716034218677671,-1.1884314338591686,-0.77246665416273,-0.4751685251444351,-0.5359545116603426,-0.5168282111743251,-0.5662422481831937,-0.2695136486819383,-0.3431682239611355,-0.4049441711284104,-0.2961929658298056,-0.2687189459723138,-0.2405960851868973,-0.2617830410655227,-0.4122131211804472,-0.3866756647754106,-0.3030709880372617
1049,"DeKalb County, Alabama",-0.18604133626711,-0.2159566764142835,-0.1349578839603651,-0.1243900375989709,-0.2709550515581678,-0.3945845750974349,-0.3845395126813138,-0.4869414779661931,-0.5184790776238336,-0.6355243574721149,-0.6143703650293212,-0.8275010024437989,-0.812488247913003,-0.7917792685620904,-0.7300119046370458,-0.7472870750673246,-0.7614260173150683,-0.7216357917201792,-0.6335564793381009,-0.5961262595609884
1051,"Elmore County, Alabama",-1.8679234224983756,-1.8299723302555635,-1.8030066681759709,-1.618530800792097,-1.5318661226373969,-1.5892735208141973,-1.519133649098544,-1.45751297313298,-1.4186392373874934,-1.4156116467400162,-1.3887038294577887,-1.343288608465149,-1.2937446751799295,-1.3106096717093676,-1.3397688807092707,-1.3403106321463163,-1.3373064295478465,-1.3316472445794838,-1.3545870186825184,-1.3230821123393728
